id,ordtyr,ordlyr,ord2yr,ord3yr,ordhist,sprord,sumord,fallord,winord,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
4798830,0,0,1,1,3,7,13,8,11,1,0,0,0,1,0,0,0,3,2,0,12,6,0,0,0,0,1,0,11,0,0,0,0,0,1,0,1,0,0
4799585,0,0,0,0,2,3,0,4,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
4799739,1,1,1,1,3,13,21,17,17,2,3,2,1,2,3,0,3,2,2,1,26,13,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,3
4799801,0,0,0,0,3,8,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,0,0
4800605,0,1,1,1,2,7,2,10,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,1,0,0,1
4800613,0,1,1,1,3,15,0,18,17,0,0,0,0,0,3,0,1,0,0,0,7,10,0,0,2,1,2,0,14,7,0,1,0,0,1,0,1,0,0
4801172,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
4802012,1,1,0,1,2,0,9,5,20,1,0,0,0,1,3,0,2,0,0,0,3,1,0,0,5,0,0,0,0,12,1,1,0,0,1,2,1,0,0
4802101,1,1,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4802446,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
4803086,1,1,1,1,2,14,12,4,12,3,0,0,3,1,9,0,0,2,0,0,4,1,0,0,0,0,0,0,3,7,3,2,0,0,2,0,2,0,0
4803108,1,1,1,1,4,9,9,16,1,1,0,0,0,0,0,0,0,4,7,0,0,5,2,0,1,0,0,0,1,3,0,0,0,0,9,0,0,0,2
4803477,0,1,0,1,0,4,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
4803574,0,0,1,1,4,0,4,2,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4803680,0,1,1,1,2,12,24,27,7,2,1,2,0,0,0,0,0,5,8,0,10,14,1,0,1,1,1,0,8,5,0,5,1,0,2,0,2,1,0
4804406,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4804880,1,1,1,0,3,42,41,14,21,3,1,1,0,4,17,0,0,2,1,0,14,23,5,2,2,1,0,0,2,31,1,5,0,0,1,0,2,0,0
4805186,0,1,1,1,3,9,11,13,0,0,0,0,0,1,0,0,1,0,0,0,18,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
4806719,1,1,1,1,2,7,3,12,12,1,0,0,0,0,0,0,1,2,13,0,1,2,3,1,0,0,0,0,1,2,1,3,0,0,2,0,1,0,0
4807065,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4807804,0,0,1,1,1,0,8,8,0,0,0,0,0,0,0,0,2,0,1,0,4,2,0,0,0,0,0,0,1,3,0,1,0,0,1,1,0,0,0
4808169,0,1,1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
4808290,0,0,0,0,3,16,0,8,6,1,1,0,0,0,1,0,0,1,0,0,6,0,4,0,2,0,0,0,9,1,0,2,0,0,1,0,1,0,0
4808576,1,1,1,1,0,3,7,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
4808746,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4809750,1,1,1,1,2,14,13,10,13,1,0,1,0,0,10,0,0,1,1,0,18,9,0,1,1,0,0,0,2,4,0,0,0,0,0,1,0,0,0
4809807,1,0,1,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0
4810023,0,0,1,1,4,5,15,19,15,0,0,0,0,0,1,0,1,2,0,0,19,23,1,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,0
4811968,0,1,1,1,2,13,9,10,6,2,0,0,0,0,0,0,0,0,1,0,1,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4812727,0,0,1,1,4,5,8,8,15,1,0,0,0,3,19,1,0,0,6,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
4812859,1,1,0,0,2,9,2,4,0,0,2,1,0,0,1,0,0,0,3,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
4813030,0,0,1,0,2,3,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0
4813111,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
4813189,0,0,1,1,1,11,5,4,4,0,0,0,0,0,5,0,0,0,0,0,8,2,2,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0
4813316,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4813731,0,1,1,0,0,8,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0
4813812,0,0,0,0,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
4814061,1,1,0,1,2,6,0,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,1,0,1,0,0
4814509,1,1,0,1,3,7,1,6,8,1,0,0,0,1,0,0,0,0,5,0,6,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1
4814720,1,0,0,1,2,0,22,35,0,0,0,1,0,1,4,0,0,1,1,0,4,3,0,0,2,0,0,2,30,0,0,2,0,0,1,4,0,0,1
4815190,1,1,1,0,0,2,12,11,6,1,0,0,0,0,1,0,1,2,0,0,8,3,0,0,0,0,0,1,10,0,0,1,0,0,0,0,2,1,0
4815408,0,0,0,1,4,17,0,9,10,0,0,0,2,0,4,0,1,2,0,0,7,0,0,0,0,0,0,0,12,0,4,1,0,0,1,0,1,1,0
4815602,0,1,1,1,4,2,0,5,3,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
4815769,0,0,0,1,2,1,2,5,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0
4816072,0,1,1,1,3,11,8,24,12,2,2,0,0,0,2,0,0,5,19,0,9,1,0,0,0,0,0,1,2,2,0,1,0,0,8,1,0,0,0
4816161,0,0,1,1,3,4,5,2,1,1,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
4816196,1,1,1,1,3,7,19,18,9,1,0,3,1,3,0,0,0,1,1,0,12,8,0,0,3,1,1,0,2,7,0,3,0,0,1,0,1,3,1
4816498,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4817451,1,1,1,1,3,6,12,23,25,8,1,2,0,1,3,0,3,2,2,1,24,4,1,0,1,1,0,0,5,1,0,1,0,0,1,2,1,0,1
4818091,0,0,0,0,2,1,3,0,3,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4819063,0,0,0,0,3,0,5,4,15,1,0,2,0,1,1,0,0,0,4,0,3,1,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0,0
4819950,0,0,0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4821300,0,0,0,1,1,0,4,10,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,2,6,0,2,0,0,0,0,0,0,0,0
4821734,1,1,1,1,3,5,26,12,15,1,3,0,0,24,2,1,0,0,0,0,11,5,2,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,2
4822170,0,0,0,1,3,3,1,2,7,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
4823273,0,0,1,1,3,0,3,2,16,0,0,0,0,0,3,0,0,3,5,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,3,1,0,0,0
4823370,0,1,0,0,1,11,9,0,4,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,7,0
4823630,0,1,1,1,1,0,15,10,5,1,1,1,0,0,2,0,1,0,7,0,3,6,0,0,0,0,0,1,2,0,0,2,0,0,0,0,3,0,0
4823656,0,1,1,1,4,17,15,31,30,0,1,1,0,0,2,1,1,1,2,0,11,4,3,0,0,1,0,0,3,44,8,3,0,0,3,1,2,0,1
4823982,1,1,1,1,1,6,7,4,5,0,0,0,0,0,0,0,0,1,3,0,1,4,0,0,0,0,0,0,5,5,1,1,0,0,0,1,0,0,0
4824270,0,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0
4824318,0,1,0,0,0,0,6,3,4,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,1,0,0
4824377,1,1,1,1,2,8,0,2,4,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,4
4824563,0,1,1,1,4,14,11,16,18,2,1,1,0,0,5,0,3,1,3,0,8,6,1,0,1,1,0,2,7,3,0,2,1,0,2,0,8,0,1
4825500,1,1,1,1,3,25,35,17,20,6,2,0,0,0,0,0,1,0,14,1,9,11,3,1,4,1,3,2,13,3,12,4,1,0,2,1,3,0,0
4825608,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4825632,0,1,0,0,1,3,6,2,1,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0
4825845,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4826078,0,0,1,0,2,0,13,0,3,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,1,0,1
4826205,1,1,1,1,1,14,3,0,38,0,0,2,1,1,12,1,0,0,1,0,6,14,1,0,1,0,1,0,5,3,3,0,0,0,0,0,0,2,1
4826337,1,1,1,0,0,9,9,2,4,0,0,0,0,0,1,1,0,4,12,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
4827074,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828542,1,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
4829565,0,1,0,0,3,0,11,12,0,0,0,0,0,0,1,0,0,1,1,0,13,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
4829689,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4829727,1,1,1,0,4,38,0,38,37,5,0,4,0,0,0,0,0,0,6,0,0,1,3,0,1,1,0,0,7,59,9,3,0,0,8,1,2,0,3
4829999,0,1,1,1,2,10,19,13,6,0,0,0,0,0,1,0,0,6,1,0,10,0,0,0,5,0,0,0,18,0,1,0,0,0,0,2,4,0,0
4830091,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4830148,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
4830156,1,1,0,1,3,12,1,6,3,0,0,0,0,0,0,0,0,0,3,0,1,9,0,0,0,0,0,0,4,1,1,0,0,0,2,1,0,0,0
4830172,1,0,0,1,2,5,19,15,10,0,0,0,0,1,1,0,1,0,9,0,7,1,7,0,0,1,0,0,3,7,1,1,0,0,6,1,0,0,2
4830210,1,0,1,0,3,7,0,14,5,2,1,1,1,1,2,0,0,2,1,0,4,0,0,0,1,0,0,0,0,4,0,1,1,0,1,1,1,0,1
4830512,1,0,1,0,2,2,1,4,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0
4830547,0,1,1,0,2,4,2,6,0,0,0,1,0,0,0,0,1,1,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4831160,0,1,1,1,1,4,6,4,8,1,1,0,2,0,6,0,1,0,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4831705,0,1,1,1,2,4,0,11,2,0,0,0,0,0,1,0,0,0,7,0,1,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0
4832310,0,1,1,1,1,5,5,8,14,1,2,1,1,0,2,0,0,1,0,0,3,6,0,0,1,1,0,0,1,1,0,2,0,0,0,0,4,0,5
4832620,0,1,1,1,2,2,1,8,8,0,0,0,0,0,0,0,0,0,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
4833120,1,1,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4833996,0,1,1,0,2,3,1,0,12,1,0,0,0,0,0,0,1,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4834402,0,0,0,1,1,2,2,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
4834445,0,0,0,1,3,24,3,10,7,1,0,1,0,0,1,1,0,1,2,0,2,0,1,0,2,14,0,0,0,11,0,1,1,0,2,1,2,0,0
4834968,1,1,1,1,3,81,75,98,48,7,3,1,4,0,3,0,12,4,9,1,74,25,6,0,7,6,1,2,52,25,1,8,2,0,14,3,24,2,6
4835131,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4835387,0,0,0,0,3,0,2,5,4,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
4835760,0,0,1,1,1,8,12,2,0,1,0,0,0,0,0,0,0,0,0,0,2,15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4836340,1,1,0,1,2,2,1,6,3,2,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
4836413,1,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4837835,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4838203,0,1,1,1,3,14,7,11,9,4,0,1,0,0,0,0,0,0,5,0,14,9,0,0,1,0,0,0,0,1,2,1,0,0,1,0,1,1,0
4839072,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4839455,1,1,0,1,1,11,1,3,9,0,0,1,0,0,4,0,0,1,0,0,1,6,0,0,1,1,0,0,0,5,0,1,0,0,0,0,0,3,0
4839757,1,1,0,1,2,28,8,0,11,6,1,1,1,0,4,0,0,2,10,0,5,1,0,0,0,0,0,0,0,4,0,0,0,0,1,4,3,3,1
4839986,0,0,0,1,2,1,7,0,4,0,0,0,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
4840658,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1
4841441,0,0,0,1,4,15,8,12,10,1,1,0,0,0,1,0,2,2,4,0,4,3,0,0,0,0,0,0,0,4,7,0,0,0,9,3,2,1,1
4841875,0,0,0,0,3,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0
4842014,0,1,0,0,3,10,33,9,0,4,1,0,0,4,2,0,0,1,12,0,8,7,0,1,0,0,0,0,3,5,1,0,0,0,0,1,0,2,0
4843339,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4843460,0,1,0,0,3,4,7,16,0,1,0,0,0,0,1,0,0,1,1,0,10,2,0,0,0,1,1,0,5,2,0,1,0,0,0,0,0,1,0
4844858,0,0,1,1,3,7,5,6,5,0,1,0,0,0,0,0,0,0,0,0,10,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845153,0,0,0,1,1,0,0,0,9,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4845471,1,0,1,0,3,2,11,7,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3
4845510,1,1,0,0,0,6,11,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,1,4,1,0,1,0,0,0,0,0,0,0
4847270,0,0,1,1,3,15,4,20,21,3,1,0,1,1,0,0,0,3,27,0,5,2,0,0,0,0,0,0,7,3,0,2,0,0,3,0,2,0,0
4847350,0,1,1,1,3,10,7,12,12,1,0,0,0,0,2,0,0,0,2,0,5,3,0,0,0,0,0,0,6,7,10,2,0,0,2,0,1,0,0
4847423,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4847865,0,0,0,0,2,1,5,0,4,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
4848748,0,0,0,1,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4849833,1,1,0,0,0,17,8,0,4,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4850610,1,1,1,1,3,14,17,12,7,1,0,1,0,0,0,0,0,0,5,2,9,21,0,1,0,0,0,1,6,0,1,1,0,0,1,0,0,0,0
4850661,0,0,0,1,2,8,18,0,0,1,0,1,0,0,0,0,1,0,2,0,3,11,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0
4850815,1,1,1,0,3,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4851080,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0
4851439,0,0,0,0,2,1,3,9,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,2,0,3,0,0,0,1,0,0,1
4851455,1,1,1,1,3,9,11,8,2,3,0,0,1,0,1,0,2,0,4,0,10,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,0,0
4851722,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4853350,1,1,0,1,3,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4853628,1,1,0,0,3,0,8,5,4,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4855183,0,0,0,0,1,0,0,0,7,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4855884,1,1,1,1,3,8,30,18,6,0,3,0,0,0,0,0,0,2,1,1,12,22,0,0,11,0,1,0,4,1,0,0,0,0,2,0,0,1,1
4856503,0,1,1,1,1,3,3,12,4,0,0,0,0,0,0,0,0,1,10,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
4856651,1,0,1,1,2,3,4,10,7,1,2,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
4858190,1,1,0,1,2,6,16,4,3,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,1,0,0,0,0,9,3,0,0,0,1,1,0,0,1
4858620,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4859278,0,0,0,0,3,0,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,1,0,1,0,1
4859740,0,1,0,0,2,0,4,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4860233,1,0,1,1,0,0,6,11,4,0,1,2,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0
4860250,1,1,1,1,2,4,14,0,12,0,0,0,0,0,7,0,2,0,0,0,4,0,1,0,1,0,0,0,1,8,0,1,0,0,1,0,3,0,1
4860349,0,1,1,1,2,2,9,12,17,0,1,0,0,1,0,0,0,0,0,0,18,17,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
4860977,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4861558,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4862430,0,1,1,1,2,4,14,23,12,2,0,0,0,0,0,0,0,2,10,0,9,0,0,0,1,1,0,0,3,3,7,4,0,0,7,1,0,0,3
4862872,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863810,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4864158,0,1,1,1,2,4,1,5,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,1,0,1,0,0
4864565,1,0,1,0,2,8,14,0,7,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,14,7,0,1,0,0,1,0,0,0,0
4864581,0,0,1,1,2,11,13,14,17,0,0,0,0,0,0,0,1,0,1,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4865677,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
4865901,1,1,0,1,3,1,7,3,8,1,0,0,0,0,0,0,1,0,0,0,8,5,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
4866738,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4866959,0,1,1,1,2,7,3,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
4867289,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4867351,0,0,1,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
4867947,0,0,1,1,1,8,7,6,8,1,1,0,0,0,0,0,0,2,1,0,6,5,0,0,0,1,1,0,3,2,0,2,0,0,4,0,0,0,0
4869966,0,1,1,1,3,11,17,5,15,1,0,1,1,1,3,0,3,0,2,0,13,0,0,0,1,0,0,0,6,1,3,5,0,0,0,2,4,0,1
4870310,0,1,0,0,3,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4871529,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4871774,0,1,0,0,3,9,7,0,7,1,0,0,0,0,0,1,1,1,1,0,2,2,2,0,1,0,0,0,7,0,2,0,0,0,0,2,0,0,0
4871995,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4872487,0,0,1,1,2,2,7,7,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,1,3,0,0,7,0,1,0,0
4873963,0,1,1,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2
4873980,0,1,1,1,3,9,11,14,14,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,4,30,0,0,0,6,0,0,0,0
4874145,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874838,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4876881,1,1,1,1,3,113,18,48,31,2,2,0,0,15,24,0,2,3,14,0,61,70,3,0,4,1,2,0,0,4,0,0,0,0,0,2,1,0,0
4877039,1,1,1,1,2,11,2,20,11,1,0,3,0,1,7,0,1,2,13,0,1,3,2,0,0,2,0,0,2,1,0,0,0,0,1,1,3,0,0
4877330,0,1,0,0,1,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,7,2,0,0,0,0,1,0,0,0,0
4878264,1,1,0,0,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
