id,ordtyr,ordlyr,ord2yr,ord3yr,ordhist,sprord,sumord,fallord,winord,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
8067236,0,0,1,1,1,19,7,3,13,1,1,1,0,5,3,0,0,1,5,0,1,2,0,0,6,0,0,1,0,11,0,0,0,0,1,1,1,0,1
8067252,1,1,1,1,1,44,12,18,28,5,1,2,3,7,7,0,2,6,5,0,5,1,0,0,5,0,0,0,2,29,1,8,1,0,1,0,8,1,2
8067449,1,1,1,1,1,7,1,9,7,0,0,0,0,0,0,0,0,0,5,0,6,5,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,1
8067481,0,1,1,1,1,0,7,7,2,0,0,0,0,0,0,0,0,1,5,0,2,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1
8067660,0,0,1,1,1,0,12,0,14,1,2,0,0,0,2,0,0,1,3,0,3,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,4,0,3
8067678,0,1,1,1,1,9,12,7,14,0,0,0,0,4,4,0,0,2,4,0,12,0,0,0,1,0,0,0,4,2,1,1,0,0,3,0,1,2,1
8067740,1,1,1,1,1,8,3,4,16,2,0,0,0,0,1,0,0,1,5,0,8,8,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1
8067783,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8067813,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8067953,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8067988,1,1,1,1,1,1,3,6,10,0,0,0,0,0,1,0,0,7,0,0,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1
8068038,0,1,0,0,1,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
8068062,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8068500,0,1,1,1,1,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1
8068607,0,1,0,1,1,0,6,8,6,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,2,1,0,0,0,1,2,2,1,2
8068690,0,1,0,1,1,9,19,24,11,4,5,3,0,3,0,0,0,3,7,0,3,1,1,0,0,0,0,0,11,7,6,0,0,0,2,3,0,3,1
8068739,0,1,1,1,1,0,15,17,21,1,1,0,1,0,0,0,2,1,6,0,6,3,2,0,0,3,0,0,6,9,6,1,0,0,3,0,1,0,1
8068798,0,1,1,1,1,12,6,4,8,2,0,4,0,0,1,0,0,1,3,0,5,5,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,3,0
8068844,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1
8069107,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8069131,1,1,1,1,1,5,5,10,14,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,6,6,1,5,0,0,3,0,0,3,1
8069182,0,1,1,1,1,17,10,6,28,1,0,2,0,0,2,0,1,0,16,0,20,6,0,0,0,0,2,0,1,1,7,0,0,0,1,0,0,0,1
8069441,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1
8069492,0,0,1,1,1,2,3,7,12,0,0,0,0,0,0,0,0,5,4,0,9,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
8069506,1,1,1,1,1,11,10,16,10,3,1,0,0,3,9,0,0,0,1,0,6,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8069514,1,0,0,0,1,0,7,4,7,1,2,0,0,2,2,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8069611,1,1,1,0,1,2,0,4,11,3,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,4,1
8069638,0,1,1,1,1,14,7,17,9,3,1,2,0,0,0,0,2,0,6,0,6,9,0,0,2,2,2,0,2,1,1,0,0,0,3,0,0,3,2
8069670,0,0,1,1,1,5,2,4,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
8069700,0,0,0,0,1,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8069808,1,0,1,1,1,6,5,3,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1
8069948,1,1,1,1,1,0,7,5,10,0,1,0,0,0,1,0,0,0,3,0,3,2,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,1,2
8070199,0,0,0,1,1,3,11,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,1,2,0,0,1,0,0,0,1
8070296,1,1,1,1,1,5,5,1,4,0,1,3,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1
8070318,1,1,1,1,1,6,10,9,2,0,1,0,0,1,3,0,0,0,0,0,1,0,1,0,4,1,1,0,0,5,0,7,0,0,1,0,0,0,1
8070415,0,1,1,1,1,12,43,24,38,6,2,0,2,7,4,0,2,12,11,0,9,0,1,0,11,1,0,1,4,15,3,6,0,0,5,2,11,0,2
8070547,0,0,0,0,1,15,8,1,19,0,0,0,0,2,8,0,0,0,0,0,8,2,0,0,2,0,0,0,9,0,0,9,0,0,0,0,2,0,1
8070725,0,1,0,0,1,0,5,0,3,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8070792,0,0,0,1,1,6,0,1,13,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,1
8070830,1,1,1,1,1,62,33,17,49,3,1,0,0,0,1,0,0,6,0,0,11,0,0,0,1,0,0,0,16,91,15,1,0,0,12,1,1,0,1
8070857,0,0,1,0,1,8,4,2,134879,0,0,0,0,0,5,0,0,3,0,0,6,0,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,134872
8070911,1,1,1,1,1,38,20,13,34,5,2,3,1,2,7,0,0,3,11,0,4,17,0,0,1,0,0,0,7,31,0,6,0,0,2,0,1,1,1
8071004,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
8071020,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8071063,1,1,1,1,1,14,45,20,35,3,3,2,0,4,5,0,2,1,10,0,10,9,4,0,7,0,0,0,7,26,5,2,0,0,4,4,5,0,1
8071128,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8071322,0,0,0,0,1,0,0,0,11,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8071411,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8071497,0,1,0,1,1,0,1,1,6,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8071527,0,0,1,1,1,2,4,7,10,0,0,0,0,0,1,0,0,0,0,0,1,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
8071624,0,0,0,0,1,0,5,0,2,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8071632,1,1,1,1,1,47,27,22,31,4,0,5,0,0,8,0,1,7,2,0,13,12,3,1,9,5,0,0,2,32,4,6,1,0,3,0,4,4,1
8071772,1,1,1,1,1,16,7,0,14,3,0,3,0,0,1,0,3,0,0,0,5,0,2,1,2,0,0,0,0,4,0,6,0,0,2,0,4,0,1
8071900,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8071969,0,0,1,1,1,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8072000,0,0,0,0,1,0,0,0,10,2,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
8072116,1,1,1,1,1,20,24,15,22,0,3,1,1,2,3,0,1,2,18,0,1,3,0,0,0,0,0,0,5,10,8,0,0,0,11,5,4,2,1
8072124,1,0,1,0,1,4,3,0,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,0,0,0,1,0,0,2
8072140,0,1,1,1,1,10,6,7,9,0,0,0,0,0,1,0,0,0,3,0,8,13,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,1
8072205,0,1,1,1,1,9,9,10,3,0,0,1,0,2,4,0,1,1,2,0,5,10,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0
8072272,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8072388,1,1,1,1,1,12,8,3,15,1,0,0,1,0,0,0,1,0,0,0,3,16,0,1,2,1,0,0,2,4,0,2,0,0,1,0,2,0,1
8072477,0,0,0,1,1,0,0,4,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
8072590,0,0,0,1,1,7,0,4,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,7,3,1,0,0,0,0,0,0,0,1
8072795,1,0,1,1,1,19,2,5,24,1,0,0,0,1,0,0,1,0,6,0,18,5,1,0,1,0,0,0,0,0,2,0,0,0,3,0,1,7,3
8072965,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
8073023,0,1,1,1,1,13,14,13,23,0,0,0,0,1,5,0,1,1,0,0,9,3,4,0,4,2,0,0,1,14,0,5,0,0,3,2,5,2,1
8073040,1,1,0,0,1,2,1,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8073074,1,1,1,1,1,35,22,26,23,3,0,0,0,0,7,0,0,0,5,0,2,3,1,3,1,2,1,1,25,28,3,2,0,0,11,2,1,4,1
8073090,0,0,1,1,1,17,25,4,15,5,0,0,0,0,4,0,0,1,6,0,12,12,0,0,0,0,0,1,7,1,1,0,0,0,6,2,2,0,1
8073112,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8073120,0,1,0,0,1,0,1,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8073287,0,1,0,1,1,5,6,3,8,0,1,0,0,0,2,0,1,1,0,0,1,1,0,0,1,0,0,0,2,9,1,0,0,0,1,0,0,0,1
8073341,0,1,1,0,1,0,0,5,26,1,0,1,0,0,3,0,0,0,4,0,2,1,0,0,0,3,0,1,2,5,5,0,0,0,1,0,1,0,1
8073422,1,1,1,1,1,18,8,7,40,2,1,1,1,2,1,0,0,0,5,0,8,29,0,0,0,0,0,0,5,6,0,1,0,0,1,1,1,4,4
8073597,1,0,1,1,1,19,8,5,37,0,0,0,0,1,4,0,0,0,0,0,6,21,0,0,4,0,0,0,9,19,1,1,0,0,2,0,0,0,1
8073686,1,1,1,1,1,41,44,15,29,0,0,2,0,0,1,2,1,0,1,0,5,41,3,1,3,1,0,0,1,38,2,4,0,0,6,11,3,0,3
8073805,0,0,1,1,1,9,0,3,4,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,2,1
8073902,0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8074135,0,1,1,0,1,10,11,15,14,1,0,6,0,0,0,0,0,0,33,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8074194,1,1,1,1,1,4,13,4,4,1,1,0,0,0,1,0,0,0,1,0,1,8,2,0,1,0,0,0,1,4,0,0,0,0,1,0,0,2,1
8074216,1,1,1,0,1,17,15,0,12,3,0,2,0,0,0,0,0,1,16,0,3,4,0,0,0,2,0,0,5,0,1,1,0,0,0,0,2,3,1
8074267,0,1,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8074275,0,1,0,1,1,2,4,0,4,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
8074283,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8074437,1,1,1,1,1,7,9,9,11,5,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,9,0,1,0,4
8074577,1,1,0,1,1,4,11,23,24,1,0,0,0,1,4,0,0,2,2,0,3,0,3,0,6,0,0,0,0,17,0,5,0,0,13,0,4,0,1
8074739,0,1,1,1,1,15,5,16,13,0,1,0,0,0,2,0,2,2,0,0,5,4,0,0,0,0,0,0,2,20,1,3,0,0,3,1,1,0,2
8074755,0,1,0,0,1,5,2,2,3,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2
8074801,0,1,0,0,1,0,18,0,3,0,0,1,0,1,0,0,0,0,1,0,3,1,2,0,2,0,0,0,0,5,0,3,0,0,0,0,0,1,1
8074852,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8074909,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1
8075042,1,1,1,1,1,7,4,9,16,0,0,0,0,1,4,0,0,0,5,0,5,7,0,0,1,0,6,1,0,3,0,0,0,0,0,0,0,1,2
8075115,1,1,1,1,1,3,7,3,13,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,1
8075212,0,1,1,0,1,8,3,9,4,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,12,1,1,0,0,0,0,0,0,1
8075220,0,0,0,0,1,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
8075271,1,1,1,1,1,7,10,16,6,2,0,0,0,0,0,1,0,1,1,0,2,18,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,3,3
8075433,1,1,1,1,1,11,10,10,4,2,0,0,0,2,4,0,0,1,2,0,1,1,2,0,0,0,0,0,5,10,0,1,0,0,1,1,0,1,1
8075450,0,0,0,0,1,8,0,0,6,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,1
8075484,0,1,1,1,1,6,26,23,39,5,0,0,0,0,1,0,0,1,25,0,25,27,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,4,1
8075840,0,0,0,0,1,2,5,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1
8075867,1,1,0,0,1,0,10,4,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,7,0,0,1,0,0,0,1
8075948,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8075980,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
8076065,1,1,1,1,1,3,3,0,11,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1
8076260,0,1,1,1,1,10,2,7,24,1,1,0,0,0,3,0,1,1,6,0,4,18,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1
8076286,1,0,1,1,1,5,48,14,23,5,0,1,0,0,1,2,0,0,10,0,2,6,2,0,0,2,0,0,27,24,3,0,0,0,0,2,1,0,2
8076308,1,1,1,1,1,4,7,3,16,0,0,0,0,0,0,0,0,0,5,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
8076324,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8076332,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8076421,0,0,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8076561,0,0,0,1,1,7,0,0,14,0,1,0,0,0,0,0,1,2,8,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,1
8077096,1,1,1,1,1,39,33,29,13,5,4,1,1,2,3,0,0,8,32,0,10,1,0,0,0,0,0,0,23,4,12,1,0,0,6,0,0,0,1
8077142,1,1,1,1,1,4,4,1,2,0,0,0,0,1,0,0,0,6,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8077274,1,1,1,0,1,4,4,0,5,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
8077282,0,1,0,0,1,0,1,4,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1
8077479,1,1,1,0,1,12,18,11,13,0,0,1,0,1,0,2,0,1,0,0,3,1,1,0,0,3,0,0,0,31,2,2,0,0,5,0,0,0,1
8077630,0,1,0,1,1,3,3,2,10,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8077738,0,0,1,1,1,7,3,7,6,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,5,1,2,4,0,0,1,0,0,1,1
8077789,1,1,1,1,1,17,8,9,3,0,0,0,0,0,0,0,0,0,3,0,5,1,0,1,2,0,0,0,4,17,0,0,0,0,2,1,0,0,1
8077827,0,1,0,1,1,10,4,2,9,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,4,0,0,1,5,0,6,0,0,0,0,1,1,1
8077908,1,1,1,1,1,14,21,22,22,1,0,0,6,1,5,0,0,2,4,0,5,1,5,0,0,0,0,0,5,28,9,0,0,0,3,3,0,0,1
8077932,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8077983,0,0,0,1,1,0,5,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
8078050,0,1,1,1,1,1,3,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3
8078114,0,0,1,1,1,2,2,0,8,1,0,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
8078130,1,1,0,1,1,5,8,0,2,0,0,0,0,1,2,0,0,0,0,0,3,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2
8078173,0,1,0,0,1,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
8078653,1,1,1,1,1,10,8,5,22,0,0,0,0,0,1,0,0,0,13,0,5,11,0,0,0,0,0,1,3,7,1,0,0,0,0,0,1,1,1
8078807,1,0,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8078912,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8078955,0,1,0,1,1,0,14,2,5,1,1,0,0,0,0,0,3,1,0,0,3,2,0,0,0,0,0,0,0,6,0,1,0,0,1,1,0,0,1
8079013,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
8079277,1,1,1,1,1,28,26,0,24,4,0,5,0,2,12,1,1,0,3,0,15,5,5,0,4,0,0,0,4,4,0,2,0,0,2,3,5,0,1
8079641,0,0,0,1,1,9,10,17,31,2,3,0,2,2,4,0,1,7,1,0,34,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,1,0,1
8079765,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
8079943,0,1,1,1,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
8080151,0,1,1,1,1,32,10,10,25,3,2,1,0,2,3,0,2,7,3,0,23,7,0,0,1,0,0,0,9,8,0,1,0,0,1,0,3,0,1
8080232,0,1,1,1,1,7,5,6,13,0,0,0,0,0,1,0,1,0,2,0,5,0,0,0,0,0,1,0,9,0,0,3,1,0,0,0,7,0,1
8080291,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
8080364,1,1,0,1,1,12,13,6,7,2,0,5,0,0,6,0,0,1,0,0,4,1,0,0,1,0,0,0,1,12,0,0,0,0,2,0,1,0,2
8080461,0,1,1,1,1,8,10,8,12,0,0,0,0,2,24,0,0,0,1,0,1,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,2
8080747,0,0,1,1,1,0,21,3,16,3,3,0,1,0,4,0,0,4,1,1,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8080879,1,0,0,0,1,4,1,0,6,0,0,0,0,0,3,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8080887,1,1,0,0,1,18,10,11,6,1,0,0,0,2,0,0,0,0,0,0,3,0,1,0,1,2,0,0,3,17,2,2,0,0,4,1,0,5,1
8081131,0,0,1,1,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1
8081263,0,1,1,1,1,2,3,4,9,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,1
8081310,1,0,1,1,1,9,4,6,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,8,0,0,0,0,2,1,0,0,1
8081492,0,0,0,1,1,3,3,0,7,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,1,0,1,0,0,3,0,0,0,1
8081506,1,1,1,1,1,2,14,10,5,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1,4,0,0,0,0,1,3,0,0,1
8081590,0,1,1,0,1,3,3,0,4,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
8081794,0,0,0,0,1,0,0,4,8,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,1
8081832,1,1,1,1,1,24,18,1,19,2,1,0,1,0,1,0,0,1,0,0,6,3,0,0,8,2,0,0,6,21,0,3,0,0,1,1,2,2,1
8081859,0,1,1,1,1,39,21,6,14,3,0,1,0,10,1,1,1,0,3,0,9,12,4,0,2,0,0,1,15,8,4,0,0,0,2,2,0,0,1
8082049,1,0,0,0,1,1,2,0,5,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
8082081,0,1,1,1,1,6,11,6,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,15,1,1,0,0,1,1,2,1,2
8082138,1,0,1,1,1,16,7,7,6,3,0,2,2,0,1,0,0,8,1,0,2,0,0,0,0,0,0,0,0,4,3,0,0,0,6,2,1,0,1
8082367,1,1,1,1,1,25,36,5,44,9,1,1,0,0,2,0,0,4,46,0,6,0,0,0,1,0,0,2,2,13,11,3,0,0,4,4,0,0,1
8082375,1,1,1,1,1,9,2,9,11,0,1,0,1,1,2,0,0,2,15,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
8082464,0,1,1,1,1,4,3,2,5,0,0,1,0,0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8082499,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8082537,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8082553,0,0,1,1,1,4,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,4,2,0,0,0,1,1,1,0,1
8082766,1,0,0,1,1,8,9,8,3,0,1,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,9,1,1,0,0,0,4,1,0,0,4
8083096,0,0,1,1,1,10,7,7,19,0,1,2,0,1,4,0,0,6,3,0,8,2,0,0,0,2,0,0,1,7,1,0,0,0,1,1,2,0,1
8083177,1,1,1,1,1,1,6,2,9,0,0,0,0,3,2,0,0,1,1,0,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1
8083533,0,1,1,0,1,1,3,0,3,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8083681,0,0,1,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
8083711,0,0,1,0,1,4,7,10,8,3,0,1,0,0,3,0,0,0,2,0,2,2,0,0,0,3,0,0,2,2,0,4,0,0,2,0,1,0,2
